Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars
Dell,Latitude 7390,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.42,1965.8065049999998



Asus,ZenBook Pro,Notebook,15.6,3840x2160,Intel Core i7 6700HQ,2.6GHz,12,HDD,128GB,Intel HD Graphics 530,Windows 10,2.06,1386.4226999999998



Dell,Latitude E5470,Notebook,14,1366x768,Intel Core i3 6100U,2.3GHz,8,SSD,128GB,Intel HD Graphics 520,Windows 10,1.79,789.8019999999999



Dell,Precision M5520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia Quadro M1200,Windows 10,1.78,2570.0584



Lenovo,Thinkpad T470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,180GB,Intel HD Graphics 620,Windows 10,1.7,1455.7972



Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,1024GB,AMD Radeon 520,Windows 10,2.2,720.4274999999999



Toshiba,Portege X30-D-10J,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.05,1784.5256



Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,512GB,Nvidia GeForce 940MX,Windows 10,2.16,1346.9325999999999



Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.18,626.07818



HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,4,SSD,128GB,Intel UHD Graphics 620,Windows 10,1.49,774.8598



Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,Intel Atom x5-Z8350,1.44GHz,4,SSD,64GB,Intel HD Graphics,Windows 10,1.89,265.65097



Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.3,603.0245



Lenovo,ThinkPad E480,Notebook,14,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.75,1119.5976999999998



Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ,2.7GHz,16,SSD,512GB,Nvidia Quadro M620,Windows 10,2.17,2495.3473999999997



Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1050,Windows 10,2.06,2026.8026999999997



Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.36,1919.0053999999998



Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,0.91,2081.2349999999997



Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 940MX,Windows 10,2.3,1080.0969269999998



Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,32,SSD,512GB,Intel HD Graphics 620,Windows 10,1.05,2987.3727



Asus,VivoBook Pro,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,1.99,1440.8549999999998



Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P,2.5GHz,8,HDD,1024GB,AMD Radeon RX 540,Windows 10,2.2,617.9667



Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,24,HDD,256GB,Nvidia GeForce GTX 965M,Windows 10,4.33,1354.4036999999998



Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,Intel Core i5 6200U,2.3GHz,8,SSD,180GB,Intel HD Graphics 520,Windows 10,1.3,1172.9626999999998



Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,2.17,959.3959699999999



HP,EliteBook 840,Notebook,14,1920x1080,Intel Core i7 7600U,2.8GHz,8,SSD,1024GB,Intel HD Graphics 620,Windows 10,1.48,1866.7077



Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i3 7100U,2.4GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.4,1012.8676999999999



Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.3,972.3102999999999



Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,64GB,Intel HD Graphics 500,Windows 10 S,1.2,362.88199999999995



HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,AMD Radeon 520,Windows 10,1.91,660.648027



Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.4,1706.6127



Lenovo,IdeaPad 320-14IAP,Notebook,14,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Windows 10,2.1,319.12269999999995



Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,16GB,Intel HD Graphics 400,Chrome OS,1.25,282.8345



Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.44,1012.8676999999999



Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,256GB,Intel HD Graphics 620,Windows 10,2,1306.3752



Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,1024GB,Nvidia GeForce MX150,Windows 10,2.2,654.2548999999999



HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.34,1412.0378999999998



Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,256GB,Nvidia GeForce GTX 1060,No OS,2.4,1226.3276999999998



Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620,Windows 10,1.29,959.5026999999999



Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,500GB,Nvidia GeForce 940MX,Windows 10,2.2,682.0047



Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.18,892.2628



Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,16,HDD,256GB,AMD Radeon 530,Windows 10,2.2,1301.294852



Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i7 8550U,1.8GHz,16,SSD,256GB,Nvidia GeForce MX150,No OS,1.95,1494.166635



Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,2,SSD,32GB,Intel HD Graphics 500,Windows 10,1.1,261.4885



HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i5 8250U,1.6GHz,4,HDD,1024GB,Intel UHD Graphics 620,Windows 10,2.04,556.564931



Asus,ROG Zephyrus,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,24,SSD,512GB,Nvidia GeForce GTX1080,Windows 10,2.24,3167.7463999999995



HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.04,948.8296999999999



Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX1050 Ti,Windows 10,3,1605.2191999999998



Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1493.1526999999999



HP,Spectre X360,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.32,1493.1526999999999



Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.64,1365.8558289999999



HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.63,735.3697



Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i5 8250U,1.6GHz,8,HDD,128GB,AMD Radeon 530,Linux,2.8,948.8296999999999



Lenovo,ThinkPad L470,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,2.02,1430.1819999999998



Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,4,HDD,1024GB,Nvidia GeForce 920MX,Windows 10,2.2,852.7727



Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,8,HDD,2048GB,Nvidia GeForce 920MX ,No OS,2.2,489.8907



Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,AMD Radeon R5 M430,Windows 10,2.3,624.3705



Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7440HQ,2.8GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.9,1469.6720999999998



Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,128GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3215.5294209999997



Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,500GB,Intel HD Graphics 620,Windows 10,2.0,917.8779999999999



Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,Intel Core i7 7500U,2.7GHz,8,HDD,256GB,Nvidia GeForce GTX 960M,Windows 10,2,1386.4226999999998



Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,Intel Celeron Quad Core N3450,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.2,393.83369999999996



Asus,ROG Strix,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.3,1759.9777



Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U,2.8GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.93,1461.1336999999999



Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,8,SSD,256GB,AMD Radeon 530,Windows 10,2.2,851.0756929999999



HP,250 G6,Notebook,15.6,1920x1080,Intel Pentium Quad Core N3710,1.6GHz,4,SSD,256GB,Intel HD Graphics 405,Windows 10,1.86,425.842027



HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,12,HDD,1024GB,Nvidia GeForce GTX 1060,Windows 10,2.62,1920.0727



Lenovo,Thinkpad E470,Notebook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 940MX,Windows 10,1.87,916.8106999999999



Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 8550U,1.8GHz,8,SSD,256GB,Intel UHD Graphics 620,Windows 10,1.2,1493.1526999999999



Dell,Vostro 5468,Notebook,14,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.6,785.394051



HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.34,1222.0584999999999



Acer,Aspire 7,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,1024GB,Nvidia GeForce GTX 1050,Linux,2.4,851.7053999999999



Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110,1.8GHz,4,HDD,500GB,AMD Radeon R2 Graphics,Windows 10,2,372.48769999999996



HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,2.1,752.98015



Lenovo,ThinkPad E470,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.87,837.8304999999999



Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,1024GB,Intel HD Graphics 520,No OS,2.15,493.46615499999996



HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.86,423.7181



Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.99,1845.3617



Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.2,532.5826999999999



Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.9,1192.163427



Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.42,2880.6427



HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U,2GHz,8,HDD,1024GB,Intel HD Graphics 520,Windows 10,2.65,580.7712949999999



HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,Nvidia GeForce 930MX,Windows 10,2.63,1366.1439999999998



Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,HDD,500GB,Intel HD Graphics 500,Linux,2,239.0752



Mediacom,SmartBook 130,Notebook,13.3,1920x1080,Intel Atom x5-Z8350,1.44GHz,4,SSD,32GB,Intel HD Graphics,Windows 10,1.35,272.1615



Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U,2.7GHz,6,HDD,128GB,Nvidia GeForce 940MX,Windows 10,2.8,1012.8676999999999



HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,AMD A10-Series A10-9620P,2.5GHz,6,SSD,128GB,AMD Radeon 530,Windows 10,1.91,607.18697



Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,AMD Radeon R5 M420,Windows 10,2.18,659.4846699999999



Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,Intel Celeron Dual Core N3350,2.0GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.25,372.48769999999996



Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i3 7130U,2.7GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,2.05,672.399



HP,EliteBook 1030,Ultrabook,13.3,3200x1800,Intel Core M 6Y75,1.2GHz,16,SSD,512GB,Intel HD Graphics 515,Windows 10,1.16,2097.2445



Lenovo,Thinkpad P71,Notebook,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia Quadro M620M,Windows 10,3.4,3200.8327



Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.5,895.4646999999999



Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i5 8250U,1.6GHz,8,SSD,128GB,Intel UHD Graphics 620,Windows 10,1.21,1706.6127



Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U,2.6GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.93,1023.5406999999999



Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.2,788.7347



Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,500GB,Intel HD Graphics 505,Windows 10,2.2,367.15119999999996



Lenovo,ThinkPad L470,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.02,1056.627



HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ,2.8GHz,8,HDD,500GB,Nvidia Quadro M1200,Windows 10,3.14,1986.2346269999998



HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,1366x768,Intel Pentium Quad Core N3710,1.6GHz,8,HDD,2048GB,Intel HD Graphics 405,Windows 10,1.94,415.17969999999997



HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,1920x1080,AMD A9-Series A9-9420,3GHz,6,SSD,256GB,AMD Radeon 530,Windows 10,1.95,692.6777



Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.3,885.8589999999999



Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 8250U,1.6GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.05,731.1004999999999



Mediacom,SmartBook 141,Notebook,14,1920x1080,Intel Atom x5-Z8350,1.44GHz,4,SSD,32GB,Intel HD Graphics,Windows 10,1.4,265.7577



Toshiba,Tecra X40-D-10H,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.24,1990.5144999999998



Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,32,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.6,2842.2198999999996



MSI,GT73VR Titan,Gaming,17.3,1920x1080,Intel Core i7 7820HK,2.9GHz,16,HDD,512GB,Nvidia GeForce GTX 1070,Windows 10,4.14,2912.6616999999997



Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,AMD Radeon R5 M430,Linux,2.2,799.418373



Mediacom,SmartBook Edge,Notebook,14,1920x1080,Intel Celeron Quad Core N3450,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.45,415.17969999999997



Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U,2.6GHz,8,HDD,500GB,Intel HD Graphics 620,Windows 10,1.9,1076.393396



HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,1.49,767.3887



Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i7 7600U,2.8GHz,16,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.93,1640.856347



Dell,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,16GB,Intel HD Graphics 400,Chrome OS,1.26,314.8535



MSI,GT80S 6QE,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,16,HDD,128GB,Nvidia GeForce GTX 980M,Windows 10,4.5,2507.0876999999996



HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050,Windows 10,3.78,1598.8154



Lenovo,Thinkpad T460s,Ultrabook,14,1920x1080,Intel Core i7 6600U,2.6GHz,12,SSD,256GB,Intel HD Graphics 520,Windows 10,1.4,1785.5928999999999



Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,Intel Core i7 8550U,1.8GHz,12,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.2,649.9857



Asus,ROG Strix,Gaming,17.3,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.73,1889.1209999999999



Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,1366x768,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 520,Windows 10,2.2,788.7347



Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12-Series 9720P,3.6GHz,12,SSD,512GB,AMD Radeon 530,Windows 10,2.2,1012.8676999999999



Dell,Inspiron 3179,2 in 1 Convertible,11.6,1366x768,Intel Core M 7Y30,1.0GHz,4,SSD,128GB,Intel HD Graphics 615,Windows 10,1.39,643.5818999999999



Samsung,Notebook Odyssey,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.5,1813.3427



Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,500GB,Intel HD Graphics 520,No OS,2.8,564.6016999999999



Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U,2.3GHz,8,HDD,1024GB,Intel HD Graphics 520,Windows 10,2.29,489.8907



Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.37,2161.2825



Lenovo,Thinkpad T470p,Notebook,14,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,SSD,256GB,Intel HD Graphics 630,Windows 10,1.7,1573.2001999999998



Dell,Latitude 5289,2 in 1 Convertible,12.5,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.34,1782.3909999999998



Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Nvidia Quadro M620,Windows 10,2.06,1881.6499



HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.84,1301.0386999999998



HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.1,713.468704



Acer,Aspire 1,Notebook,14,1920x1080,Intel Celeron Quad Core N3450,1.1GHz,4,SSD,32GB,Intel HD Graphics 500,Windows 10,1.6,351.14169999999996



MSI,Laptop MSI,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,16,HDD,128GB,Nvidia GeForce GTX 970M,Windows 10,4.14,2346.9927



Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,AMD Radeon R5 M420,Linux,2.18,496.29449999999997



MSI,GS63VR 7RF,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,1.8,2453.7227



Toshiba,Tecra Z50-C-144,Notebook,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2.2,1493.1526999999999



Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,6,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.4,601.9572



Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,SSD,256GB,Intel HD Graphics 630,Windows 10,2,1386.4226999999998



Acer,Swift SF114-31-P5HY,Notebook,14,1366x768,Intel Pentium Quad Core N3710,1.6GHz,4,SSD,128GB,Intel HD Graphics 405,Windows 10,1.6,372.48769999999996



Lenovo,Thinkpad P51,Notebook,15.6,3840x2160,Intel Xeon E3-1535M v6,3.1GHz,32,SSD,1024GB,Nvidia Quadro M2200M,Windows 10,2.5,5228.7027



Dell,Inspiron 7559,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,1024GB,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,938.1673729999999



Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,HDD,1024GB,Intel HD Graphics 520,Linux,2.18,473.77446999999995



Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,HDD,1024GB,Intel HD Graphics 520,Linux,2.25,383.16069999999996



Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U,2.6GHz,4,HDD,500GB,Intel HD Graphics 620,Linux,1.93,927.4836999999999



Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,3,1246.6064



Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,128GB,AMD Radeon R5 M420,Linux,2.18,607.2937



HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.84,1482.4796999999999



MSI,GT62VR 7RE,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,2.94,2420.486978



Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,1366x768,Intel Celeron Quad Core N3160,1.6GHz,4,SSD,32GB,Intel HD Graphics 400,Chrome OS,1.25,404.50669999999997



HP,ProBook 650,Notebook,14,1366x768,Intel Core i5 7300U,2.6GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.31,1199.6452



